dewpoint_2m,temp_2m,tcwv,surface_pressure,shear_0_1km,shear_0_3km,ef_class,ef_binary
282.0572509765625,292.9504089355469,15.387550354003906,99817.96875,3.538580569232687,0.6398199357227102,2,1
291.35504150390625,293.481201171875,29.908981323242188,92827.125,1.4548365061202166,9.231500534125772,2,1
291.0023498535156,303.169677734375,31.024581909179688,95654.5625,2.829054809447344,13.8412350725726,2,1
285.5023803710937,287.5750732421875,33.57975769042969,99548.8125,10.631174970038591,3.0049039887700584,3,1
289.2357788085937,297.43731689453125,30.592498779296875,99022.90625,7.7248075158995135,5.270872662790465,2,1
297.77032470703125,298.61767578125,59.69563293457031,101106.78125,10.375939142223904,18.431539038073023,2,1
290.3939208984375,295.4500732421875,31.747955322265625,98713.703125,4.743771455798783,3.788030663364861,2,1
286.4120483398437,287.65545654296875,25.077926635742188,98081.265625,8.663377434820728,5.358662836764815,2,1
289.9849853515625,300.88726806640625,32.32763671875,97694.28125,5.608556432667208,3.861510282745879,2,1
298.3526611328125,301.4495544433594,43.42091369628906,101651.2265625,1.3788952317229717,9.4254761829715,2,1
288.849609375,301.8790588378906,24.231658935546875,92042.9375,0.2769963841330147,7.083738414156165,3,1
279.7744140625,282.558837890625,15.108781814575195,97381.25,10.337307771971732,6.02162355245818,2,1
281.9854736328125,285.2774658203125,15.062071800231934,97851.0625,8.753167865360577,3.343959380989879,2,1
289.3529357910156,294.55322265625,35.376708984375,100387.3125,10.63186521606502,22.675499830808008,2,1
284.600830078125,292.11834716796875,16.64928436279297,99552.8828125,8.194103347577409,14.351160909745754,2,1
297.05859375,306.1983642578125,46.54069519042969,96201.75,4.583928558580833,4.517486288947567,3,1
291.6783447265625,295.046630859375,45.54051208496094,100506.0,15.969618081578425,23.362453080530702,3,1
280.60205078125,290.59771728515625,25.5413818359375,100022.0078125,11.55938005236256,14.658313580349583,3,1
284.412841796875,301.33477783203125,25.87120056152344,98714.3125,4.821773719987466,6.321959482336953,3,1
284.81646728515625,301.8585205078125,25.69512939453125,98247.5625,4.307736235333381,6.375907788815694,3,1
286.8724365234375,292.1495361328125,22.658416748046875,100966.296875,14.184782835451257,6.699866372967359,2,1
284.1697998046875,302.4224853515625,20.589584350585938,86694.625,0.698813527934213,19.760597434285867,2,1
289.8172302246094,298.6215209960937,29.70538330078125,98073.3125,5.930217625663539,13.413347906753325,3,1
290.3781433105469,290.96734619140625,34.40057373046875,100715.90625,4.728016015850193,15.273197430654076,2,1
285.6617431640625,288.72998046875,26.273590087890625,98111.875,14.18792241175857,24.361355267829783,3,1
286.4306030273437,293.177001953125,17.993154525756836,96633.40625,10.419342195459754,19.194191250799207,3,1
291.586181640625,302.65435791015625,34.22477722167969,99544.84375,6.615334974907688,17.774086523021797,2,1
274.8692626953125,280.6090087890625,10.682366371154783,95683.0,8.58006536823363,10.337581986453335,2,1
291.2121276855469,297.5814819335937,29.966827392578125,96921.46875,10.580282284963596,33.02999183706054,2,1
293.2764892578125,295.24224853515625,48.83502197265625,95197.15625,8.576401201064703,17.83607351518753,2,1
289.4675598144531,291.01318359375,32.54756164550781,97251.875,13.087431404084583,25.90251634469733,2,1
288.5181884765625,299.97247314453125,20.503936767578125,101131.796875,6.111293195431005,13.191333657994182,2,1
289.1868896484375,297.64599609375,21.01327514648437,99665.1875,1.52940984583713,11.54387228711384,2,1
268.74139404296875,270.9604187011719,7.949563980102539,100572.296875,4.413971230940921,1.2097046195103514,2,1
281.676025390625,294.3948974609375,27.069366455078125,98843.65625,11.031545423558768,22.168896328369,2,1
287.4266662597656,290.0487976074219,26.596710205078125,99391.109375,14.29864070907823,14.690678942801304,2,1
282.7452392578125,290.434326171875,16.18846893310547,97604.5,6.512143196928646,4.420553951051666,2,1
292.4383239746094,296.4596862792969,35.05110168457031,100331.078125,5.66638685423388,13.045236782914982,2,1
291.6437072753906,294.8664855957031,36.30288696289063,96829.96875,11.708745583181654,7.112418917344255,3,1
283.7818603515625,291.5753173828125,22.421859741210938,88978.125,0.279027145250074,24.00473742796596,2,1
277.836669921875,292.5621337890625,12.880005836486816,98497.71875,5.820435505517193,6.348767293592786,2,1
288.9354248046875,291.6009521484375,26.72564697265625,101173.0625,7.812765589363231,8.816282833876746,2,1
294.426513671875,298.26318359375,39.20306396484375,100571.484375,9.47015982172622,16.036125746635978,3,1
277.67333984375,294.784912109375,17.26129913330078,98637.796875,9.66088731531648,20.689012191276223,2,1
290.24102783203125,292.92303466796875,29.774398803710938,98438.0,14.895360927801926,28.17513596116149,2,1
290.085205078125,290.70947265625,37.9476318359375,97198.375,5.429134264225934,13.760195565330696,2,1
290.5823974609375,296.2878112792969,29.942428588867188,101097.359375,9.208773188651174,9.813250495167075,2,1
291.6120300292969,297.9295654296875,32.62513732910156,98869.375,8.19175950410402,24.860887255106025,2,1
286.452880859375,296.4731750488281,18.474044799804688,98812.5,8.178937723476915,6.609434747160028,2,1
293.1280822753906,298.4796142578125,35.51469421386719,97865.203125,6.615578581051644,9.055956004474508,3,1
276.5673828125,285.956298828125,13.46646213531494,101477.015625,6.888993622972372,7.70206625554816,3,1
293.6739196777344,296.26519775390625,38.15675354003906,100752.3515625,13.424699734872467,27.32646760820349,2,1
283.412353515625,294.77392578125,14.16510772705078,92503.4375,0.5001896204221681,14.337348567406137,3,1
293.5673828125,295.2447509765625,35.638153076171875,97010.125,9.630689186137268,0.6899044586719637,2,1
285.8011474609375,293.3919372558594,26.58534240722656,99634.890625,6.346184228855069,12.722591623051644,2,1
281.520263671875,284.7928466796875,14.77357006072998,97204.9375,9.534043673593638,7.67748528062678,2,1
285.190673828125,292.1243896484375,15.682406425476074,96314.71875,11.225229443276982,19.799136417299778,3,1
291.65203857421875,292.70770263671875,37.45623779296875,100970.296875,11.763546521938206,14.5120090095663,2,1
286.7938232421875,294.71044921875,28.60853576660156,100592.296875,7.8914838345945935,17.865568769319427,3,1
289.45416259765625,296.45416259765625,25.84490966796875,100625.4375,8.83538766561937,19.32663186262161,2,1
291.73345947265625,298.49810791015625,43.13017272949219,100008.21875,2.4181783559184087,2.077352851833968,2,1
286.3282470703125,288.1990966796875,29.03533935546875,94896.3125,2.328533183876832,9.711150657148291,3,1
279.74169921875,282.5531005859375,14.94972324371338,97230.84375,10.249148083595228,5.677530821005255,2,1
289.47515869140625,294.2674865722656,25.036117553710938,97363.125,8.133905350446215,3.0414548392330345,2,1
293.2290344238281,300.74395751953125,33.824859619140625,92452.6875,0.303419641939321,10.511090404416583,2,1
288.195556640625,293.5048522949219,25.19659423828125,98546.03125,4.5385361869838645,11.01840991633444,2,1
291.12432861328125,292.38287353515625,47.82307434082031,101127.890625,14.638478239548377,13.40145136904627,3,1
287.5604858398437,289.985107421875,17.1732177734375,100189.625,10.359269247448276,5.989800714977617,2,1
295.80718994140625,303.21844482421875,48.470489501953125,98890.75,8.683571654831882,16.959879871584892,2,1
